label,value,score_rolling_zscore,score_knn,score_lof,score_isolation_forest,score_ik_density,score_matrix_profile
0,0.03,1.0273585712163342,2.829459160078292,1.3605150932159815,-0.14637607535712166,-3.2591644442208048,3.1872071091754446
0,0.05,0.8203363540625984,2.829459160078292,1.3610958508748694,-0.14460927326770157,-3.2591644442208048,3.1872071091754446
0,0.06,0.7128590364639543,2.829459160078292,1.3618836275471975,-0.14460927326770157,-3.2591644442208048,3.1872071091754446
0,0.11,0.2216462965983811,2.829459160078292,1.379491336247053,-0.14460927326770157,-3.2591644442208048,3.1872071091754446
0,0.07,0.6008110576024072,2.829459160078292,1.379491336247053,-0.14460927326770157,-3.2591644442208048,3.1872071091754446
0,0.07,0.6049644578906319,2.829459160078292,1.379491336247053,-0.13380093620702588,-3.2591644442208048,3.1872071091754446
0,0.12,0.08961690425622501,2.829459160078292,1.379491336247053,-0.13380093620702588,-3.2591644442208048,3.1872071091754446
0,0.06,0.6701056561296699,2.829459160078292,1.379491336247053,-0.13380093620702588,-3.2591644442208048,3.1872071091754446
0,0.09,0.3486509551470666,2.829459160078292,1.379491336247053,-0.13380093620702588,-3.2591644442208048,3.1872071091754446
0,0.08,0.44522495440338195,2.829459160078292,1.379491336247053,-0.1327724241331545,-3.2591644442208048,3.1872071091754446
0,0.1,0.2580369291905661,2.829459160078292,1.379491336247053,-0.1317600874399456,-3.2591644442208048,3.1872071091754446
0,0.07,0.5367067324673374,2.829459160078292,1.379491336247053,-0.1317600874399456,-3.2591644442208048,3.1872071091754446
0,0.12,0.0370419614779335,2.829459160078292,1.379491336247053,-0.1317600874399456,-3.2591644442208048,3.1872071091754446
0,0.08,0.435228374514807,2.829459160078292,1.379491336247053,-0.1317600874399456,-3.2591644442208048,3.1872071091754446
0,0.15,0.26096039918096164,2.829459160078292,1.379491336247053,-0.1317600874399456,-3.2591644442208048,3.1872071091754446
0,0.18,0.5567482516600955,2.829459160078292,1.379491336247053,-0.1317600874399456,-3.2591644442208048,3.1872071091754446
0,0.17,0.43164937733423675,2.829459160078292,1.38039180059527,-0.1317600874399456,-3.2591644442208048,3.1872071091754446
