label,value,score_rolling_zscore,score_knn,score_lof,score_isolation_forest,score_ik_density,score_matrix_profile
0,0.04607,0.984590662037077,0.026512939761563818,0.9639909088381883,0.04974676625693242,-0.9108746792130028,0.015899927090303023
0,0.045517,0.9700089817227575,0.026512939761563818,0.9639909088381883,0.04974676625693242,-0.9033141699793691,0.015899927090303023
0,0.045251,0.9560549059741081,0.026512939761563818,0.9639909088381883,0.04974676625693242,-0.888900769888794,0.015899927090303023
0,0.044698,0.942688285109906,0.026512939761563818,0.9639909088381883,0.04974676625693242,-0.888900769888794,0.015899927090303023
0,0.044257,0.9298666066021474,0.026512939761563818,0.9639909088381883,0.04974676625693242,-0.888900769888794,0.015899927090303023
0,0.043181,0.9175587089052687,0.026512939761563818,0.9639909088381883,0.04974676625693242,-0.888900769888794,0.015899927090303023
0,0.04215,0.9057271521540867,0.026512939761563818,0.9639909088381883,0.04974676625693242,-0.888900769888794,0.01589992728246326
0,0.041412,0.8943402615451338,0.026512939761563818,0.9639909088381883,0.050900806821607913,-0.888900769888794,0.015899930121071874
0,0.040784,0.8833718383754726,0.026512939761563818,0.9639909088381883,0.050900806821607913,-0.8882246012177324,0.015899933911543103
0,0.039797,0.8727998886733447,0.026512939761563818,0.9639909088381883,0.050900806821607913,-0.8882246012177324,0.015899937864679196
0,0.039033,0.8625974734067003,0.026512939761563818,0.9639909088381883,0.050900806821607913,-0.8882246012177324,0.01589994249529022
0,0.038445,0.8527437234754774,0.026512939761563818,0.9639909088381883,0.050900806821607913,-0.8763774971066267,0.01589994706512371
0,0.037793,0.8432207336452946,0.026512939761563818,0.9639909088381883,0.050900806821607913,-0.8763774971066267,0.01589995156345451
0,0.037563,0.8340071379798266,0.026512939761563818,0.9639909088381883,0.050900806821607913,-0.8763774971066267,0.01589995558272497
0,0.037328,0.8250891809157176,0.026512939761563818,0.9639909088381883,0.050900806821607913,-0.8763774971066267,0.01589995943754133
0,0.037241,0.816450325229431,0.026512939761563818,0.9639909088381883,0.050900806821607913,-0.8763774971066267,0.015899962532655208
0,296.3,1.2168185592923024,0.026512939761563818,0.9639909088381883,0.050900806821607913,-0.8763774971066267,0.015899964934205757
